,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does
204,125833765.19765574,2018,2015,Scapic,Cloud Computing,Seed,Bangalore,Virtual/Augmented Reality Start Up .
205,125833765.19765574,2018,2015,6Degree,Fashion,Seed,Mumbai,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform
206,125833765.19765574,2018,2015,Chrysalis (EZ Vidya),Education,Seed,Chennai,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization
207,125833765.19765574,2018,2015,Ekincare,Medical,Series A,Hyderabad,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.
208,125833765.19765574,2018,2015,Streo,Music Streaming,Seed,Gurgaon,"Live stream music from nightclubs, bars & festivals!"
209,125833765.19765574,2018,2015,Groww,Finance,Seed,Kormangala,Groww offers a new way of investing money.
210,125833765.19765574,2018,2015,Cell Propulsion,—,Seed,Bangalore,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.
211,125833765.19765574,2018,2015,Chezuba,Internet,Angel,Hyderabad,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide
212,125833765.19765574,2018,2015,Ontrack Technologies Pvt. Ltd,Retail,Seed,Bangalore,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.
213,125833765.19765574,2018,2015,Wealthtrust,Finance,Seed,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.
214,125833765.19765574,2018,2015,Faclon Labs,Cloud Computing,Seed,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.
215,125833765.19765574,2018,2015,Awign Enterprises,Business Development,Seed,Bangalore,Operations and manpower outsourcing startup
216,125833765.19765574,2018,2015,CollPoll,Education,Seed,Bangalore,World-class Enterprise System for Education.
217,125833765.19765574,2018,2015,Zyla Health,Health Care,Seed,New Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.
218,125833765.19765574,2018,2015,Hubhopper,Internet,Series A,Delhi,Get your daily dose of interest as summaries from news and magazine stories .
219,125833765.19765574,2018,2015,Rubix108 Technologies,Information Technology,Seed,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.
220,125833765.19765574,2018,2015,Workflexi,Human Resources,Seed,Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract"
221,125833765.19765574,2018,2015,Streak,Financial Services,Seed,Bangalore,Algorithmic trading platform.
222,125833765.19765574,2018,2015,Kuants,Financial Services,Seed,Gurgaon,Algorithmic trading platform.
223,125833765.19765574,2018,2015,NiYO Solutions,Finance,Series A,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.
224,125833765.19765574,2018,2015,Hippo Video,Customer Service,Seed,Chennai,A video recording and sharing software.
225,125833765.19765574,2018,2015,Satvacart,E-Commerce,Seed,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket
226,125833765.19765574,2018,2015,Daaki,Health Care,Angel,Bangalore,Sports Nutrition startup
227,125833765.19765574,2018,2015,Simulanis,Training,Seed,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.
228,125833765.19765574,2018,2015,MY CHIRAAG CAB,Travel,Seed,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD
229,125833765.19765574,2018,2015,WOTU,Food and Beverage,Seed,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.
230,125833765.19765574,2018,2015,Flathalt,—,Angel,Gurgaon,FInd your Customized Home here.
231,125833765.19765574,2018,2015,True Elements,Dietary Supplements,Seed,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.
232,125833765.19765574,2018,2015,Trendlyne Technologies,Financial Services,Seed,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.
233,125833765.19765574,2018,2015,Planys Technologies,Manufacturing,Series A,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.
234,125833765.19765574,2018,2015,HealthPlix,Fitness,Series A,Bangalore,HealthPlix is a healthtech startup
235,125833765.19765574,2018,2015,dishq,—,Seed,Bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.
236,125833765.19765574,2018,2015,Entropik Technology,Artificial Intelligence,Seed,Bengaluru,The boundaries between Human and Machines are shrinking fast.
237,125833765.19765574,2018,2015,myHQ,Collaboration,Series A,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.
238,125833765.19765574,2018,2015,Trell,—,Seed,Bangalore City,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.
239,125833765.19765574,2018,2015,Kidovators (by GyanLab),Big Data,Seed,Bangalore,Building future human capital through 21st Century Skills programs for K-12
240,125833765.19765574,2018,2015,Log 9 Materials,Nanotechnology,Seed,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup
241,125833765.19765574,2018,2015,VTION,Analytics,Seed,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.
242,125833765.19765574,2018,2015,HousingMan.com,—,Seed,Bengaluru,"New Apartments, Flats for Sale in Bangalore"
243,125833765.19765574,2018,2015,Steradian Semiconductors,—,Seed,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.
244,125833765.19765574,2018,2015,RupeeCircle,Financial Services,Seed,Mumbai,RupeeCircle is a new age finance company.
245,125833765.19765574,2018,2015,Wooden Street,E-Commerce,Series A,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.
246,125833765.19765574,2018,2015,The Ken,Digital Media,Series A,Bengaluru,The Ken is India’s first subscriptions-only business news site
247,125833765.19765574,2018,2015,SaffronStays,—,Seed,Mumbai,SaffronStays connects travellers to India's Incredible hosts.
248,125833765.19765574,2018,2015,Vebbler,File Sharing,Seed,Bengaluru,A personal network for close people
249,125833765.19765574,2018,2015,Foyr,Home Decor,Series A,Pune,"Foyr.com is India's first online, automated interior designer"
250,125833765.19765574,2018,2015,MEngage,Health Care,Seed,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.
251,125833765.19765574,2018,2015,Inner Being Wellness,—,Angel,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products."
252,125833765.19765574,2018,2015,Kobster,E-Commerce,Seed,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.
253,125833765.19765574,2018,2015,Wishberry,Crowdfunding,Series A,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.
254,125833765.19765574,2018,2015,McXtra,Finance,Seed,Andheri,McXtra is a digital insurance broking startup.
255,125833765.19765574,2018,2015,Magic Crate,Children,Seed,Bangalore,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month."
256,125833765.19765574,2018,2015,SmartVizX,Software,Seed,Noida,It is a Virtual Reality Solutions StartUp
257,125833765.19765574,2018,2015,MySEODoc,—,Seed,Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management"
258,125833765.19765574,2018,2015,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,—,Seed,Pune,Digital Marketing Agency
259,125833765.19765574,2018,2015,Scale Labs,—,Seed,Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.
260,125833765.19765574,2018,2015,HungerBox,B2B,Series A,Bengaluru,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.
261,125833765.19765574,2018,2015,Biryani By Kilo,Catering,Seed,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.
262,125833765.19765574,2018,2015,Wholesome Habits (EAT Anytime),Food and Beverage,Seed,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.
263,125833765.19765574,2018,2015,GoBumpr,Automotive,Seed,Mylapore,Car Service and Bike Service Mobile App
264,125833765.19765574,2018,2015,Fixpocket,Computer,Seed,Ahmedabad,Fixpocket is a internet-based startup.
265,125833765.19765574,2018,2015,edureka!,Android,Series A,Bangalore,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries."
266,125833765.19765574,2018,2015,Hashtag Loyalty Private Limited,Analytics,Seed,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.
267,125833765.19765574,2018,2015,Wow Express,Delivery,Series A,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature."
268,125833765.19765574,2018,2015,ZunRoof,Environmental Consulting,Angel,Gurgaon,ZunRoof is a rooftop focused solar startup.
269,125833765.19765574,2018,2015,Eggoz,Food and Beverage,Angel,Indore,Eggoz is a full-stack layer poultry business operator & service provider .
270,125833765.19765574,2018,2015,Sqrrl Fintech,Big Data,Seed,Gurgaon,Personal Finance
271,125833765.19765574,2018,2015,GalaxyCard,Finance,Seed,Noida,GalaxyCard is a mobile based Instant credit card.
272,125833765.19765574,2018,2015,IndiQube,Commercial Real Estate,Series A,Bengaluru,IndiQube is a provider of co-working spaces based in Bengaluru.
273,125833765.19765574,2018,2015,EGK Foods,Food and Beverage,Seed,Mumbai,A food processing enterprise registered with StartUp India .
274,125833765.19765574,2018,2015,NirogStreet,Apps,Seed,Gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.
275,125833765.19765574,2018,2015,Pixr8,Digital Media,Seed,Ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.
276,125833765.19765574,2018,2015,Nivesh.com,Finance,Seed,Noida,Nivesh.com is a mass market mutual funds investment platform.
277,125833765.19765574,2018,2015,Theranosis Life Sciences,Biotechnology,Seed,Hyderabad,A fully functioning cell culture facility and molecular biology setup.
278,125833765.19765574,2018,2015,Poshmiles Online Solutions Private Limited,Travel,Seed,Bengaluru,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.
279,125833765.19765574,2018,2015,Reculta,Education,Seed,Noida,A campus recruitment solution provider.
280,125833765.19765574,2018,2015,Orbo.ai,Internet,Seed,Mumbai,Orbo is a computer vision and deep facial technology company.
281,125833765.19765574,2018,2015,Inntot Technologies,Consumer Electronics,Seed,Kochi,"Inntot Technologies, is a technology driven company."
282,125833765.19765574,2018,2015,Zoctr Health,Apps,Seed,Powai,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company
283,125833765.19765574,2018,2015,Hey Deedee,Delivery Service,Seed,Mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.
284,125833765.19765574,2018,2015,DigiConnectt Technologys,Information Services,Seed,Bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .
285,125833765.19765574,2018,2015,Locus.sh,Big Data,Series A,Bangalore,Locus is an intelligent logistics automation platform.
286,125833765.19765574,2018,2015,Sports Flashes Pvt. Ltd,Basketball,Seed,New Delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more."
287,125833765.19765574,2018,2015,Inc42,Media and Entertainment,Seed,New Delhi,Inc42 is one of the leading tech media publications of India.
288,125833765.19765574,2018,2015,Picxy,Internet,Seed,Guntur,"A stock photo startup based in Amravati, Andhra Pradesh."
289,125833765.19765574,2018,2015,Huddle,Consulting,Seed,Haryana,A coworking incubator Company.
290,125833765.19765574,2018,2015,Benepik,Human Resources,Seed,Gurgaon,HR Technology start-up.
